Close,5D MA,10D MA,20D MA,30D MA
0.289425,0.287058,0.285451,0.284785,0.298806
0.293029,0.288339,0.286319,0.285494,0.301629
0.295548,0.289121,0.286786,0.28584899999999996,0.292942
0.29685100000000003,0.28968499999999997,0.287188,0.28613099999999997,0.290337
0.295157,0.290662,0.287698,0.28644200000000003,0.292074
0.29428899999999997,0.29185700000000003,0.288111,0.286927,0.29446300000000003
0.292769,0.29289899999999996,0.288621,0.287325,0.294028
0.293377,0.29446300000000003,0.28934899999999997,0.287644,0.295983
0.295114,0.295983,0.29029299999999997,0.288042,0.299023
0.295505,0.295331,0.290717,0.288274,0.294028
0.29628699999999997,0.295288,0.291173,0.28873000000000004,0.298371
0.29802399999999996,0.295396,0.29186799999999996,0.28934499999999996,0.302714
0.30145500000000003,0.29741599999999996,0.293268,0.290329,0.313138
0.30340900000000004,0.299262,0.294473,0.29121199999999997,0.308795
0.303844,0.299674,0.295168,0.29169,0.2962
0.302324,0.29930500000000004,0.295581,0.291842,0.290771
0.300239,0.299131,0.29601500000000003,0.292125,0.29229099999999997
0.296026,0.29874,0.296602,0.292479,0.292074
0.291553,0.297481,0.296732,0.292689,0.286428
0.290554,0.297199,0.296265,0.292877,0.291205
0.29142199999999996,0.296873,0.29608,0.29307300000000003,0.295114
0.291075,0.295657,0.295527,0.293131,0.290554
0.290858,0.293442,0.295429,0.29332600000000003,0.290988
0.291466,0.291509,0.295385,0.293485,0.289468
0.290901,0.290727,0.29520100000000005,0.293688,0.288382
0.29025,0.29083600000000004,0.295071,0.29399899999999995,0.29185700000000003
0.29029299999999997,0.290684,0.294908,0.294238,0.290771
0.290423,0.290641,0.294691,0.294615,0.29164
0.290858,0.291162,0.294321,0.294875,0.29164
0.291292,0.291097,0.294148,0.294542,0.290554
0.291509,0.290879,0.293876,0.29434699999999997,0.292942
0.292856,0.291574,0.293616,0.294209,0.297503
0.293724,0.292074,0.292758,0.294311,0.295983
0.294984,0.292921,0.292215,0.294564,0.297937
0.297894,0.294593,0.29266,0.294998,0.305103
0.29893600000000004,0.295223,0.293029,0.295121,0.298154
0.299327,0.296091,0.29338800000000004,0.295302,0.29945700000000003
0.300717,0.29722,0.293931,0.295534,0.30293200000000003
0.301846,0.298415,0.294788,0.295686,0.303583
0.30154200000000003,0.299718,0.29540700000000003,0.296004,0.303583
0.30275799999999997,0.300847,0.295863,0.2962,0.304235
0.30475599999999997,0.302041,0.296808,0.29642399999999997,0.309446
0.307058,0.30388699999999996,0.29798,0.296468,0.31444099999999997
0.310402,0.30612399999999995,0.29952199999999995,0.29685100000000003,0.320304
0.312747,0.30714400000000003,0.300869,0.29748800000000003,0.315309
0.31496199999999996,0.30885999999999997,0.302041,0.298306,0.315309
0.315309,0.310033,0.303062,0.29893600000000004,0.311183
0.314919,0.310988,0.304104,0.299616,0.312486
0.314788,0.31259499999999996,0.305505,0.300724,0.319653
0.316612,0.31468,0.307199,0.301831,0.32443
0.317438,0.3162,0.308523,0.302642,0.31943499999999997
0.318002,0.316656,0.309349,0.30342399999999997,0.31400700000000004
0.318914,0.316916,0.310402,0.304292,0.31704699999999997
0.318089,0.31643899999999997,0.311281,0.305161,0.315527
0.314701,0.315657,0.31140100000000004,0.305798,0.307492
0.312921,0.315179,0.31201999999999996,0.306421,0.31053200000000003
0.312704,0.315353,0.312693,0.307159,0.312921
0.312139,0.315527,0.313257,0.30791199999999996,0.314224
0.311314,0.314701,0.313648,0.30856999999999996,0.31140100000000004
0.310706,0.312704,0.313692,0.30903400000000003,0.304452
0.308621,0.310771,0.313485,0.309273,0.300109
0.305494,0.30909899999999996,0.312877,0.309265,0.297286
0.302888,0.307514,0.312215,0.30943899999999996,0.301194
0.300717,0.306015,0.311227,0.309526,0.300543
0.30136799999999997,0.306037,0.310847,0.309613,0.307709
0.30241,0.305516,0.310347,0.309852,0.30532
0.30532,0.30540700000000004,0.31038000000000004,0.310264,0.311835
0.306927,0.304908,0.310217,0.31047399999999997,0.309229
0.30849099999999996,0.304604,0.309653,0.310633,0.30835999999999997
0.305581,0.30347399999999997,0.308089,0.310286,0.29316
0.304278,0.303344,0.307058,0.310105,0.298806
0.30049899999999996,0.30291,0.306004,0.309555,0.292942
0.295809,0.30136799999999997,0.30444099999999996,0.30859899999999996,0.28577600000000003
0.292812,0.300651,0.303333,0.307702,0.293377
0.293116,0.299349,0.302693,0.307014,0.29468
0.293637,0.298958,0.302237,0.306551,0.301412
0.29489699999999996,0.297698,0.301553,0.306153,0.29924
0.300282,0.298046,0.301477,0.30616,0.312704
0.303931,0.298371,0.30148800000000003,0.305892,0.311618
0.306884,0.3,0.301737,0.30539299999999997,0.309446
0.309055,0.301346,0.302345,0.305154,0.312269
0.310141,0.302519,0.302714,0.304843,0.304669
0.30940300000000004,0.304843,0.303105,0.304575,0.309012
0.309924,0.306927,0.303789,0.304531,0.314224
0.311661,0.309273,0.304311,0.304886,0.318132
0.31452800000000003,0.311792,0.305375,0.30542199999999997,0.326602
0.318871,0.314506,0.306102,0.30587,0.326384
0.322345,0.315874,0.30696,0.30627600000000005,0.326384
0.324343,0.317134,0.307752,0.306703,0.32421300000000003
0.325907,0.318784,0.309392,0.307419,0.32595
0.326341,0.320434,0.31089,0.308375,0.328773
0.32751399999999997,0.32319200000000003,0.31285599999999997,0.30954,0.332248
0.32864299999999996,0.325494,0.315168,0.310568,0.33203
0.331205,0.32777399999999995,0.317351,0.311784,0.337025
0.333985,0.329946,0.31960900000000003,0.31285599999999997,0.339848
0.335635,0.330988,0.32139,0.31391199999999997,0.337025
0.335809,0.33166100000000004,0.32308400000000004,0.31462199999999996,0.33311599999999997
0.33633,0.332486,0.32418,0.315469,0.334636
0.33711199999999997,0.33415900000000004,0.325646,0.316554,0.340934
0.337329,0.33565700000000004,0.32721999999999996,0.31814699999999996,0.340934
0.33728600000000003,0.33646,0.328447,0.319414,0.336808
0.337633,0.336721,0.329957,0.320811,0.334853
0.337025,0.33667800000000003,0.331086,0.322338,0.331596
0.33667800000000003,0.336895,0.332334,0.323865,0.33919699999999997
0.335679,0.33650399999999997,0.333225,0.325241,0.335939
0.335852,0.336569,0.333779,0.32645,0.33767600000000003
0.33776300000000004,0.337698,0.33468000000000003,0.327955,0.344408
0.34028200000000003,0.338654,0.33557,0.329005,0.34419099999999997
0.341629,0.33915300000000004,0.336656,0.330148,0.345928
0.342584,0.339131,0.337394,0.331191,0.340717
0.342454,0.33915300000000004,0.337807,0.332016,0.337025
0.341889,0.339826,0.33827399999999996,0.333246,0.34158499999999997
0.339848,0.340065,0.338371,0.334079,0.333985
0.338719,0.340174,0.338534,0.334948,0.34028200000000003
0.338936,0.34076,0.33863200000000004,0.335737,0.341802
0.338936,0.34069499999999997,0.33863200000000004,0.336084,0.337025
0.33728600000000003,0.33958699999999997,0.33864299999999997,0.336316,0.333333
0.33785,0.33884899999999996,0.338751,0.336663,0.336808
0.336895,0.337807,0.33848,0.337039,0.335505
0.336547,0.337742,0.338436,0.33751,0.340065
0.336721,0.337828,0.338491,0.337814,0.337894
0.338762,0.338024,0.338925,0.33819,0.34354
0.340717,0.339283,0.339674,0.338675,0.34658
0.344886,0.34089,0.340532,0.33931999999999995,0.356352
0.34931599999999996,0.342932,0.341846,0.340065,0.362215
0.355223,0.345972,0.343333,0.341079,0.367427
0.361998,0.35038,0.344984,0.342555,0.377416
0.36842600000000003,0.354571,0.34671,0.344025,0.37871900000000003
0.37316,0.359023,0.34841500000000003,0.345328,0.38002199999999997
0.374506,0.36191100000000004,0.349826,0.346261,0.36894699999999997
0.37485300000000005,0.36503800000000003,0.351433,0.34734,0.369164
0.373637,0.367818,0.352921,0.348556,0.371336
0.372595,0.37051,0.35489699999999996,0.349953,0.37350700000000003
0.373203,0.373181,0.357036,0.35141500000000003,0.383062
0.37550500000000003,0.37500500000000003,0.358969,0.35289899999999996,0.380456
0.377025,0.37593899999999997,0.360955,0.354202,0.376764
0.37924,0.37643899999999997,0.36340900000000004,0.355469,0.38240999999999997
0.381716,0.377155,0.365863,0.356858,0.385885
0.38197600000000004,0.37759000000000004,0.368306,0.35814,0.384365
0.382845,0.379175,0.370543,0.359609,0.384799
0.38975,0.383388,0.374213,0.362085,0.411292
0.393963,0.386602,0.37721,0.364148,0.403474
0.396482,0.389099,0.379805,0.366298,0.39848
0.398914,0.390445,0.381813,0.368172,0.39652600000000005
0.402432,0.392638,0.383822,0.370192,0.402389
0.401042,0.395396,0.385668,0.372436,0.404343
0.40065100000000003,0.397307,0.386873,0.374709,0.40152
0.400999,0.39874,0.387948,0.376822,0.400217
0.40165,0.400282,0.388936,0.378965,0.399783
0.401433,0.401933,0.390554,0.381006,0.401303
0.400043,0.400543,0.391965,0.38299,0.397394
0.397307,0.398979,0.39279000000000003,0.384466,0.387839
0.395092,0.398046,0.393572,0.385885,0.389142
0.392877,0.397264,0.393855,0.386963,0.388708
0.389316,0.395375,0.394007,0.387673,0.383496
0.38562399999999997,0.392834,0.394115,0.388056,0.378936
0.38366999999999996,0.390489,0.393898,0.38807800000000003,0.378067
0.380977,0.38803499999999996,0.393388,0.387977,0.375679
0.380239,0.386558,0.39342,0.38814299999999996,0.38501599999999997
0.379197,0.384256,0.393094,0.388455,0.378284
0.379631,0.382628,0.391585,0.388853,0.38110700000000003
0.37997800000000004,0.381824,0.39040199999999997,0.389135,0.379805
0.379848,0.380413,0.389229,0.38918600000000003,0.375027
0.375288,0.377763,0.38751399999999997,0.388491,0.362215
0.372161,0.375679,0.385527,0.387897,0.362649
0.368686,0.374159,0.383496,0.387463,0.363735
0.364517,0.372248,0.381368,0.386681,0.358958
0.361216,0.37053200000000003,0.379283,0.38576900000000003,0.358523
0.359566,0.367427,0.376992,0.384756,0.353963
0.35861,0.365385,0.374821,0.383858,0.35787199999999997
0.35752399999999995,0.363105,0.372866,0.382092,0.358306
0.35848,0.361498,0.371661,0.380767,0.363735
0.359479,0.360347,0.37038000000000004,0.379602,0.363518
0.360955,0.360261,0.369012,0.378429,0.361346
0.360695,0.359653,0.367666,0.376902,0.356569
0.360304,0.358914,0.36653600000000003,0.375302,0.356352
0.359653,0.359066,0.365657,0.373934,0.360478
0.36043400000000003,0.359957,0.365244,0.372841,0.367427
0.361607,0.361281,0.364354,0.371755,0.36721
0.363431,0.362063,0.363724,0.370568,0.365689
0.366819,0.363561,0.363333,0.369765,0.37329
0.370684,0.365168,0.363333,0.36949699999999996,0.379805
0.372899,0.366667,0.363507,0.369142,0.378502
0.374636,0.368122,0.364191,0.368715,0.375896
0.375635,0.369533,0.364593,0.368288,0.370684
0.375765,0.371292,0.365103,0.368122,0.37394099999999997
0.373203,0.371944,0.365505,0.367752,0.366992
0.372204,0.372552,0.366254,0.36768,0.37350700000000003
0.370684,0.37266,0.366971,0.367123,0.368295
0.36890300000000004,0.372269,0.367166,0.366573,0.361781
0.367123,0.371444,0.367503,0.366037,0.36503800000000003
0.36547199999999996,0.369338,0.367253,0.36533499999999997,0.35874
0.362172,0.367188,0.366927,0.364734,0.357003
0.360912,0.365798,0.36696,0.364727,0.361998
0.362519,0.365711,0.367622,0.364966,0.369815
0.365516,0.366319,0.36880599999999997,0.36550900000000003,0.38002199999999997
0.369772,0.367622,0.369783,0.366211,0.38002199999999997
0.373985,0.368078,0.370315,0.36686199999999997,0.378067
